timestamp,x,y,z,qx,qy,qz,qw
1645021151.098099,81.414495,-18.329821,3.371557,0.016805,-0.027840,0.358852,0.932828
1645021151.200771,81.415233,-18.329907,3.371045,0.017289,-0.027835,0.359444,0.932591
1645021151.301728,81.415773,-18.329146,3.370664,0.016715,-0.027751,0.359687,0.932511
1645021151.397809,81.415053,-18.328825,3.370529,0.015974,-0.027991,0.359488,0.932593
1645021151.499017,81.412737,-18.329490,3.370798,0.016868,-0.026862,0.358943,0.932821
1645021151.598343,81.407250,-18.333917,3.371437,0.017501,-0.028216,0.359449,0.932574
1645021151.697624,81.403237,-18.337301,3.371713,0.015650,-0.027821,0.359825,0.932473
1645021151.798191,81.397039,-18.343689,3.372092,0.016831,-0.027776,0.359049,0.932754
1645021151.899571,81.390070,-18.349047,3.371799,0.016612,-0.026707,0.359798,0.932500
1645021152.002250,81.378208,-18.356952,3.372818,0.018327,-0.028048,0.358673,0.932862
1645021152.102008,81.375046,-18.359298,3.372947,0.016293,-0.029227,0.359303,0.932621
1645021152.200944,81.382099,-18.357521,3.374955,0.019836,-0.032378,0.359432,0.932398
1645021152.300353,81.395358,-18.348932,3.380353,0.023549,-0.038382,0.357744,0.932733
1645021152.398951,81.436903,-18.306751,3.384547,0.021498,-0.035778,0.359390,0.932254
1645021152.498592,81.491518,-18.253457,3.387758,0.021011,-0.035318,0.357653,0.932950
1645021152.598700,81.561181,-18.192094,3.392486,0.021066,-0.036546,0.359387,0.932235
1645021152.699067,81.648022,-18.112877,3.397488,0.020537,-0.033686,0.357438,0.933103
1645021152.798553,81.737553,-18.027598,3.404146,0.019036,-0.035785,0.358725,0.932563
1645021152.898946,81.844497,-17.930285,3.411703,0.019698,-0.034048,0.358300,0.932778
1645021152.998913,81.958864,-17.826111,3.419605,0.020041,-0.034812,0.356307,0.933505
1645021153.099059,82.080641,-17.709698,3.428893,0.016811,-0.036579,0.360269,0.931979
1645021153.198461,82.213942,-17.589244,3.438265,0.020704,-0.034837,0.354899,0.934026
1645021153.298741,82.363300,-17.464405,3.447946,0.021105,-0.032891,0.359781,0.932218
1645021153.398839,82.510093,-17.329127,3.458070,0.019607,-0.034965,0.355604,0.933777
1645021153.499094,82.665200,-17.183468,3.468896,0.015528,-0.036418,0.358190,0.932809
1645021153.599439,82.831566,-17.037804,3.482183,0.021015,-0.034893,0.357034,0.933203
1645021153.698939,83.001900,-16.883603,3.498563,0.017425,-0.036475,0.357783,0.932929
1645021153.799007,83.179531,-16.721854,3.515453,0.017660,-0.036443,0.357588,0.933001
1645021153.899009,83.358431,-16.553846,3.532714,0.018510,-0.037847,0.357166,0.933090
1645021153.999605,83.546636,-16.376180,3.547906,0.018080,-0.037075,0.359035,0.932412
