timestamp,x,y,z,qx,qy,qz,qw
1645018880.622525,195.767944,-8.618027,7.199646,0.007083,0.004074,0.921818,0.387537
1645018880.720060,195.768869,-8.619356,7.199826,0.006526,0.003309,0.922234,0.386564
1645018880.820174,195.769584,-8.619540,7.200312,0.006271,0.002627,0.921847,0.387493
1645018880.922363,195.768872,-8.619281,7.200595,0.006511,0.002730,0.921873,0.387427
1645018881.019538,195.767337,-8.618663,7.200177,0.006861,0.003961,0.921979,0.387158
1645018881.119948,195.765958,-8.618874,7.199461,0.007386,0.004603,0.922150,0.386734
1645018881.222437,195.764972,-8.619530,7.198791,0.007397,0.003098,0.921891,0.387366
1645018881.319730,195.764128,-8.620409,7.198771,0.007240,0.004042,0.922366,0.386229
1645018881.419821,195.764206,-8.621283,7.199074,0.007025,0.003459,0.921874,0.387410
1645018881.523402,195.764327,-8.621967,7.199359,0.006786,0.002423,0.921927,0.387297
1645018881.622288,195.764250,-8.624242,7.199791,0.006369,0.001772,0.921952,0.387248
1645018881.719825,195.764647,-8.625427,7.200212,0.007580,0.004500,0.922097,0.386858
1645018881.819795,195.764450,-8.626153,7.200544,0.007458,0.004361,0.922080,0.386904
1645018881.920259,195.764288,-8.627749,7.200678,0.006407,0.001199,0.922112,0.386869
1645018882.022831,195.763356,-8.630736,7.200666,0.007034,0.002028,0.922119,0.386837
1645018882.120464,195.762959,-8.630722,7.200440,0.007616,0.004107,0.921941,0.387234
1645018882.219795,195.763171,-8.631587,7.200405,0.008276,0.003380,0.922140,0.386754
1645018882.322321,195.762065,-8.631985,7.204996,0.010888,0.000511,0.922137,0.386710
1645018882.420118,195.747407,-8.613365,7.216412,0.017795,0.002589,0.922432,0.385741
1645018882.519625,195.703875,-8.573758,7.218759,0.018047,-0.000171,0.923308,0.383636
1645018882.619858,195.641017,-8.520348,7.219217,0.019190,-0.003192,0.924352,0.381045
1645018882.719446,195.556398,-8.446363,7.220458,0.020415,-0.000596,0.925708,0.377687
1645018882.820274,195.442823,-8.358655,7.220004,0.019644,0.000303,0.929140,0.369206
1645018882.922679,195.302757,-8.262621,7.219360,0.019865,0.002196,0.932359,0.360980
1645018883.019447,195.154217,-8.158075,7.216151,0.016328,0.002649,0.935970,0.351691
1645018883.119576,194.984534,-8.047116,7.212955,0.019243,0.007965,0.941272,0.337006
1645018883.222204,194.783884,-7.938437,7.210385,0.019704,0.009522,0.946187,0.322880
1645018883.319395,194.572512,-7.843031,7.211843,0.017621,0.006801,0.952608,0.303613
1645018883.419881,194.337298,-7.742448,7.212401,0.017335,0.006495,0.958040,0.286036
1645018883.523099,194.078066,-7.634366,7.210759,0.017858,0.011344,0.963851,0.265599
1645018883.619832,193.814266,-7.544123,7.207765,0.016698,0.010111,0.969268,0.245231
1645018883.720535,193.512163,-7.453104,7.200163,0.012129,0.011887,0.974606,0.223281
1645018883.820684,193.204615,-7.374249,7.195097,0.012831,0.010119,0.980096,0.197850
1645018883.921994,192.872145,-7.300071,7.187743,0.011369,0.013804,0.983687,0.178998
1645018884.020603,192.528745,-7.244177,7.182945,0.005868,0.011400,0.987926,0.154396
1645018884.121354,192.189061,-7.183709,7.186691,0.012367,0.016090,0.990564,0.135537
1645018884.220961,191.817382,-7.143222,7.179573,0.008316,0.013874,0.993118,0.115996
1645018884.323447,191.440209,-7.111844,7.178782,0.010813,0.011494,0.995052,0.098098
1645018884.421184,191.057816,-7.074435,7.173545,0.007985,0.015524,0.996366,0.083372
1645018884.521109,190.659560,-7.053916,7.160302,0.001287,0.015452,0.997792,0.064582
1645018884.623676,190.266932,-7.049983,7.151873,-0.000695,0.010306,0.998399,0.055618
1645018884.720966,189.890994,-7.059307,7.145667,-0.002902,0.005965,0.999358,0.035209
1645018884.821219,189.504398,-7.059878,7.134341,-0.006793,0.009473,0.999559,0.027329
1645018884.923725,189.121932,-7.082512,7.125306,-0.007689,0.001947,0.999760,0.020429
1645018885.020449,188.766272,-7.109968,7.120329,-0.007187,-0.001028,0.999955,0.006151
1645018885.120978,188.398271,-7.114392,7.111293,-0.006503,0.002345,0.999967,0.004167
1645018885.223382,188.027308,-7.131168,7.106149,-0.005639,0.004191,0.999973,-0.002138
1645018885.320944,187.675155,-7.160436,7.099974,-0.002960,-0.001343,0.999947,-0.009800
1645018885.421131,187.314453,-7.180112,7.099925,-0.004585,0.001397,0.999920,-0.011740
1645018885.523547,186.996444,-7.200270,7.118616,0.017266,0.003709,0.999712,-0.016270
1645018885.620546,186.637517,-7.235727,7.109584,0.010556,-0.000267,0.999708,-0.021734
1645018885.720952,186.230059,-7.271517,7.071868,-0.011107,-0.006565,0.999620,-0.024364
1645018885.823727,185.867731,-7.280199,7.070353,-0.006166,0.003087,0.999817,-0.017825
1645018885.920788,185.538450,-7.316836,7.082041,-0.004095,-0.004462,0.999614,-0.027130
1645018886.021364,185.209549,-7.347536,7.082627,0.010051,-0.015560,0.999686,-0.016902
1645018886.124559,184.849802,-7.342500,7.084136,0.013065,-0.006716,0.999768,-0.015751
1645018886.221782,184.494720,-7.355604,7.083980,0.013986,-0.006199,0.999692,-0.019543
1645018886.322388,184.111601,-7.370222,7.080723,0.009631,-0.009300,0.999886,-0.006959
1645018886.422340,183.733606,-7.369933,7.078887,0.010704,-0.005270,0.999851,-0.012501
1645018886.522236,183.344867,-7.376601,7.078889,0.008987,-0.008092,0.999911,-0.005693
1645018886.624476,182.942123,-7.376345,7.078166,0.009018,-0.007065,0.999931,-0.002670
1645018886.721597,182.561273,-7.364812,7.081612,0.008130,-0.005184,0.999949,-0.003001
1645018886.821882,182.158783,-7.367440,7.079283,0.006812,-0.006705,0.999917,0.008651
1645018886.923524,181.752170,-7.359572,7.077499,0.007847,-0.004609,0.999957,0.001691
1645018887.020957,181.365289,-7.343726,7.083326,0.008437,-0.001534,0.999901,0.011143
1645018887.121196,180.959190,-7.345791,7.082339,0.007528,-0.010152,0.999753,0.018303
1645018887.223033,180.548822,-7.331421,7.082602,0.009772,-0.013611,0.999732,0.015950
1645018887.321230,180.151404,-7.299107,7.087559,0.012093,-0.011342,0.999380,0.031047
1645018887.421417,179.733130,-7.261468,7.090384,0.008097,-0.015316,0.999093,0.038887
1645018887.524341,179.310103,-7.203434,7.093860,0.009531,-0.015224,0.998755,0.046533
1645018887.621602,178.907684,-7.141259,7.098918,0.008544,-0.017341,0.997701,0.064947
1645018887.721575,178.489133,-7.060943,7.100242,0.004854,-0.017639,0.997364,0.070211
1645018887.824176,178.075243,-6.963270,7.102873,0.009917,-0.016456,0.995649,0.091184
1645018887.921566,177.667840,-6.881620,7.104250,0.004810,-0.027049,0.994040,0.105499
1645018888.021440,177.272969,-6.745448,7.110476,0.008691,-0.025314,0.992461,0.119604
1645018888.122854,176.884051,-6.568206,7.122025,0.013091,-0.012003,0.989651,0.142394
1645018888.221901,176.497778,-6.410332,7.130853,0.015326,-0.020205,0.985569,0.167363
1645018888.322054,176.086137,-6.232787,7.127327,0.006690,-0.025187,0.983686,0.177995
1645018888.421585,175.705477,-6.007938,7.130416,0.001999,-0.014633,0.979038,0.203140
1645018888.524158,175.334715,-5.791319,7.141249,0.005980,-0.015779,0.973505,0.228043
1645018888.621284,174.969486,-5.629834,7.149588,0.012587,-0.041546,0.967546,0.248939
1645018888.721011,174.596606,-5.397521,7.161831,0.009134,-0.045712,0.963608,0.263225
1645018888.823904,174.241287,-5.074533,7.176002,0.008000,-0.026336,0.958399,0.284103
1645018888.921458,173.902427,-4.813683,7.183320,0.016637,-0.029120,0.951512,0.305777
1645018889.021609,173.505642,-4.536254,7.184794,-0.004396,-0.042692,0.948923,0.312576
1645018889.122360,173.187052,-4.221907,7.203730,0.011900,-0.031840,0.940052,0.339333
1645018889.222066,172.844942,-3.909400,7.219097,0.010985,-0.037187,0.938383,0.343415
1645018889.322263,172.518170,-3.574614,7.237958,0.017028,-0.028811,0.935405,0.351992
1645018889.423918,172.187675,-3.215790,7.257152,0.020249,-0.021372,0.931229,0.363244
1645018889.522168,171.844003,-2.882922,7.272681,0.018331,-0.022870,0.927834,0.371839
1645018889.622075,171.500555,-2.543291,7.294653,0.019067,-0.028522,0.926731,0.374156
1645018889.722373,171.171616,-2.168284,7.312716,0.024231,-0.019565,0.920982,0.388357
1645018889.821757,170.831347,-1.803786,7.334495,0.021445,-0.014886,0.922278,0.385644
1645018889.922008,170.501614,-1.442279,7.360194,0.026749,-0.019756,0.917796,0.395656
1645018890.024569,170.149797,-1.056745,7.380619,0.025178,-0.014200,0.919008,0.393177
1645018890.121599,169.815225,-0.691775,7.395835,0.029053,-0.009603,0.918090,0.395189
1645018890.222375,169.457105,-0.307600,7.413914,0.026066,-0.005361,0.918134,0.395376
1645018890.321248,169.103982,0.052959,7.435841,0.027916,-0.009715,0.918711,0.393823
1645018890.421639,168.730888,0.444645,7.447582,0.022547,-0.004291,0.917802,0.396374
1645018890.521435,168.364471,0.814633,7.467392,0.025119,-0.011951,0.918691,0.393996
1645018890.622128,167.991714,1.199917,7.487905,0.024913,-0.012638,0.918007,0.395580
1645018890.722126,167.618336,1.583163,7.507826,0.025942,-0.012718,0.918364,0.394680
1645018890.822173,167.241060,1.975530,7.528076,0.025064,-0.008696,0.917743,0.396289
1645018890.922526,166.874616,2.361295,7.552286,0.029600,-0.011769,0.919382,0.392074
1645018891.022129,166.494377,2.755148,7.572704,0.027271,-0.010506,0.916595,0.398746
1645018891.122797,166.101954,3.145727,7.593769,0.023941,-0.016517,0.918795,0.393661
1645018891.222929,165.724514,3.553939,7.617216,0.024357,-0.008966,0.917462,0.396976
1645018891.322976,165.339158,3.945462,7.638889,0.025223,-0.012377,0.917975,0.395641
1645018891.423046,164.966128,4.321847,7.682489,0.026410,-0.024148,0.917620,0.395844
1645018891.524284,164.607878,4.701557,7.721661,0.048777,-0.028756,0.916138,0.396844
1645018891.625019,164.196026,5.168822,7.728822,0.028623,-0.002235,0.921244,0.387923
1645018891.722426,163.818531,5.546405,7.746893,0.033770,-0.009106,0.917315,0.396623
1645018891.822688,163.402963,5.934934,7.774325,0.026533,-0.016477,0.921931,0.386093
1645018891.924503,163.006500,6.354286,7.791258,0.032376,-0.011514,0.920802,0.388514
1645018892.026316,162.582006,6.801599,7.801083,0.015441,-0.001002,0.917900,0.396510
1645018892.122639,162.208861,7.168055,7.825751,0.027865,-0.009674,0.922502,0.384864
1645018892.223280,161.784471,7.570390,7.847149,0.021406,-0.015959,0.919600,0.391949
1645018892.326395,161.362901,7.983884,7.861918,0.025509,-0.018049,0.917721,0.395995
1645018892.423355,160.965791,8.394847,7.880818,0.020074,-0.016465,0.922458,0.385224
1645018892.523417,160.574502,8.801189,7.908244,0.028704,-0.017100,0.916899,0.397718
1645018892.624126,160.162872,9.239718,7.929387,0.024485,-0.010138,0.921343,0.387846
1645018892.722464,159.764329,9.607296,7.971485,0.032508,-0.025019,0.919039,0.392026
1645018892.822359,159.359148,10.005495,8.004691,0.043027,-0.027042,0.919807,0.389066
1645018892.922142,158.879519,10.428799,8.016650,0.012084,-0.025968,0.924268,0.380669
1645018893.026145,158.447554,10.820577,8.038613,0.024395,-0.037326,0.918004,0.394056
1645018893.122293,158.031505,11.211532,8.059825,0.019074,-0.032559,0.930911,0.363293
1645018893.223699,157.596858,11.601744,8.085204,0.021402,-0.034155,0.921963,0.385175
1645018893.325979,157.150692,11.996519,8.104964,0.021217,-0.040338,0.929319,0.366455
1645018893.424669,156.710271,12.421284,8.115801,0.011442,-0.027793,0.930481,0.365104
1645018893.523634,156.302543,12.830398,8.135642,0.020148,-0.019992,0.926210,0.375939
1645018893.623792,155.870358,13.251829,8.155059,0.016134,-0.012026,0.934344,0.355803
1645018893.723130,155.456030,13.646485,8.179975,0.026846,-0.012237,0.925838,0.376768
1645018893.823398,155.050757,14.059941,8.209745,0.036221,-0.012328,0.931841,0.360845
1645018893.922366,154.623978,14.472763,8.231457,0.037187,-0.006514,0.928344,0.369801
1645018894.025918,154.142362,14.894463,8.250409,0.026917,-0.009099,0.925991,0.376474
1645018894.123228,153.724340,15.292413,8.271514,0.031987,-0.009653,0.929028,0.368498
1645018894.223884,153.267983,15.718954,8.290220,0.023556,-0.008042,0.926589,0.375252
1645018894.325526,152.828883,16.134009,8.314386,0.029320,-0.011203,0.927070,0.373573
1645018894.426693,152.369338,16.553380,8.339460,0.022821,-0.010955,0.927688,0.372497
1645018894.523938,151.951001,16.950778,8.367249,0.030495,-0.012710,0.924581,0.379550
1645018894.624528,151.509040,17.383316,8.392896,0.028622,-0.009673,0.927873,0.371671
1645018894.724953,151.071822,17.818767,8.416842,0.029046,-0.006867,0.924735,0.379440
1645018894.823974,150.623744,18.247172,8.437111,0.025301,-0.003981,0.926163,0.376252
1645018894.923544,150.177197,18.664754,8.460249,0.025149,-0.007957,0.926610,0.375097
1645018895.024278,149.728243,19.095431,8.481318,0.026372,-0.009653,0.924125,0.381056
1645018895.123904,149.283187,19.525983,8.503096,0.024008,-0.010116,0.927225,0.373597
1645018895.223516,148.842878,19.948018,8.528582,0.026784,-0.011935,0.924506,0.380038
1645018895.323195,148.404719,20.381647,8.553844,0.027284,-0.010714,0.925695,0.377134
1645018895.423789,147.958065,20.817132,8.578813,0.028063,-0.009611,0.923932,0.381404
1645018895.525238,147.494453,21.271232,8.592619,0.022806,-0.008566,0.924192,0.381150
1645018895.625729,147.029841,21.730581,8.594284,0.015977,-0.002434,0.924638,0.380503
1645018895.724045,146.585642,22.159668,8.611260,0.012920,-0.006910,0.923979,0.382163
1645018895.824091,146.162996,22.598426,8.622337,0.027017,-0.012029,0.921425,0.387430
1645018895.925521,145.683798,23.114203,8.600215,-0.000319,0.011228,0.924808,0.380268
1645018896.026278,145.274588,23.545732,8.599920,0.013967,0.013000,0.919402,0.392856
1645018896.124991,144.820915,23.974655,8.590184,0.002797,0.002662,0.920896,0.389789
1645018896.225867,144.367613,24.417725,8.573262,-0.005917,0.001080,0.920923,0.389699
1645018896.326125,143.944219,24.839064,8.564664,0.001259,-0.001898,0.918262,0.395967
1645018896.425050,143.510328,25.271854,8.547765,-0.007740,-0.005449,0.919954,0.391912
1645018896.526231,143.086069,25.707430,8.536528,-0.007537,-0.008507,0.917799,0.396883
1645018896.626674,142.669390,26.138502,8.530048,-0.009436,-0.007041,0.917476,0.397616
1645018896.725106,142.273789,26.561902,8.520683,-0.004102,-0.009261,0.916731,0.399377
1645018896.825328,141.863885,27.006681,8.503790,-0.006380,-0.004127,0.917656,0.397302
1645018896.925841,141.445584,27.432268,8.492390,-0.012427,-0.006141,0.917606,0.397249
1645018897.026518,141.051992,27.840293,8.489727,0.000312,-0.007485,0.916517,0.399926
1645018897.123674,140.636299,28.240511,8.478365,-0.008302,-0.015487,0.920432,0.390507
1645018897.224149,140.243565,28.659529,8.473416,0.001595,-0.010123,0.915955,0.401151
1645018897.323761,139.827036,29.074476,8.464943,-0.005325,-0.011977,0.922238,0.386401
1645018897.424320,139.418433,29.473214,8.459409,-0.001606,-0.015908,0.915769,0.401386
1645018897.524155,139.013338,29.876887,8.456456,-0.005445,-0.016227,0.922614,0.385344
1645018897.624976,138.623058,30.271921,8.459289,0.000207,-0.018763,0.917584,0.397100
1645018897.724657,138.229539,30.653459,8.470699,-0.001342,-0.025549,0.919802,0.391547
1645018897.824541,137.876649,31.045520,8.490699,0.013289,-0.020578,0.920592,0.389757
1645018897.925182,137.487847,31.448847,8.497008,0.012497,-0.013812,0.920606,0.390049
1645018898.026434,137.105307,31.845220,8.504441,0.010282,-0.014349,0.919141,0.393533
1645018898.126853,136.696814,32.202068,8.507945,0.004930,-0.024532,0.922012,0.386351
1645018898.227006,136.299939,32.577249,8.505499,-0.002316,-0.027056,0.920468,0.389874
1645018898.326818,135.929510,32.951642,8.503582,-0.000371,-0.025721,0.924185,0.381079
1645018898.425120,135.547120,33.308991,8.498781,-0.005183,-0.028462,0.920181,0.390424
1645018898.525158,135.153192,33.667891,8.496768,-0.013452,-0.030246,0.923787,0.381474
1645018898.625220,134.787390,34.031514,8.497898,-0.011842,-0.029581,0.922812,0.383932
1645018898.726754,134.407616,34.405275,8.489991,-0.008189,-0.027217,0.921311,0.387785
1645018898.825580,134.024547,34.753076,8.483523,-0.010137,-0.034518,0.925652,0.376661
1645018898.926952,133.650773,35.133848,8.483419,-0.006502,-0.029276,0.923091,0.383411
1645018899.024780,133.278631,35.500643,8.482426,-0.003325,-0.026727,0.925044,0.378905
1645018899.125200,132.869488,35.879551,8.467508,-0.008887,-0.025860,0.925632,0.377436
1645018899.227089,132.448174,36.252198,8.449810,-0.015375,-0.029737,0.926063,0.375882
1645018899.326483,132.058677,36.606519,8.435645,-0.013271,-0.030529,0.928729,0.369262
1645018899.427264,131.647375,36.966441,8.422178,-0.019625,-0.029808,0.929382,0.367391
1645018899.524625,131.262885,37.296665,8.414351,-0.014983,-0.034387,0.931381,0.362109
1645018899.624829,130.866231,37.643807,8.407237,-0.014123,-0.031684,0.933160,0.357783
1645018899.724237,130.476106,37.971121,8.408315,-0.009922,-0.034868,0.932782,0.358615
1645018899.824201,130.072668,38.311684,8.397261,-0.011901,-0.030187,0.936679,0.348682
1645018899.925059,129.656700,38.653736,8.372723,-0.015207,-0.029640,0.938738,0.343018
1645018900.025743,129.228650,39.005634,8.333241,-0.025150,-0.016846,0.939346,0.341634
1645018900.126455,128.789473,39.321764,8.288304,-0.033207,-0.018561,0.945438,0.323574
1645018900.225638,128.365151,39.659292,8.237217,-0.041675,-0.007588,0.942697,0.330949
1645018900.324991,127.929728,39.982273,8.179059,-0.048686,0.000074,0.948537,0.312901
1645018900.424169,127.497422,40.307933,8.116208,-0.053554,0.007038,0.947653,0.314700
1645018900.525680,127.074711,40.626528,8.068197,-0.046486,0.013367,0.950857,0.305828
