timestamp,x,y,z,qx,qy,qz,qw
1645008761.153256,39.854301,23.032543,7.300520,-0.316737,-0.160694,0.293000,0.887697
1645008761.251856,39.866435,23.021725,7.288516,-0.285833,-0.154735,0.295916,0.898215
1645008761.353893,39.879293,23.009178,7.263456,-0.297553,-0.155043,0.291040,0.895946
1645008761.452132,39.906796,23.004556,7.240435,-0.268956,-0.157293,0.308448,0.898767
1645008761.552857,39.958145,23.021653,7.206914,-0.267153,-0.159010,0.302262,0.901101
1645008761.654216,40.042191,23.065145,7.161928,-0.263019,-0.157613,0.300035,0.903304
1645008761.752049,40.120308,23.119306,7.120923,-0.197753,-0.125574,0.308745,0.921847
1645008761.853113,40.229310,23.208169,7.073317,-0.198087,-0.116006,0.311202,0.922203
1645008761.953799,40.340060,23.323399,7.021369,-0.185602,-0.118619,0.307410,0.925733
1645008762.051925,40.454063,23.463111,6.967165,-0.187995,-0.107266,0.312231,0.925021
1645008762.154556,40.573061,23.630632,6.907773,-0.157183,-0.098888,0.308817,0.932816
1645008762.251445,40.684782,23.811027,6.847995,-0.127934,-0.084077,0.309428,0.938519
1645008762.353685,40.810964,24.019032,6.785858,-0.109134,-0.068159,0.311496,0.941496
1645008762.453551,40.947689,24.233278,6.725989,-0.018936,-0.041413,0.291617,0.955451
1645008762.552490,41.114002,24.451622,6.669476,-0.005965,-0.028372,0.298756,0.953889
1645008762.653286,41.306806,24.668178,6.624315,-0.003066,-0.019847,0.298972,0.954050
1645008762.754738,41.529192,24.875693,6.592038,0.001434,-0.012097,0.300084,0.953835
1645008762.852937,41.754226,25.066959,6.568777,-0.015984,-0.019555,0.302686,0.952756
1645008762.953468,41.988186,25.251987,6.557210,-0.005713,-0.011699,0.298034,0.954466
1645008763.053061,42.222558,25.426615,6.556537,-0.008614,-0.010360,0.297878,0.954509
1645008763.154598,42.462983,25.593916,6.562348,-0.002134,-0.007812,0.292632,0.956191
1645008763.252297,42.695187,25.745404,6.572563,-0.001800,-0.011121,0.291264,0.956576
1645008763.353942,42.948330,25.899098,6.582018,0.002269,-0.005094,0.285594,0.958335
1645008763.454654,43.187783,26.047001,6.589643,-0.000498,-0.008727,0.281414,0.959547
1645008763.553664,43.427846,26.192597,6.593070,-0.001733,-0.008635,0.278587,0.960371
1645008763.654951,43.674174,26.328923,6.595009,0.001107,-0.008293,0.271540,0.962391
1645008763.752849,43.912742,26.459616,6.595671,0.001740,-0.007735,0.268036,0.963376
1645008763.853305,44.150994,26.598636,6.595306,0.001889,-0.006945,0.263260,0.964698
1645008763.954283,44.388964,26.729974,6.598204,-0.004254,-0.010992,0.259071,0.965786
1645008764.052780,44.626482,26.850455,6.600843,0.002622,-0.009688,0.254633,0.966986
1645008764.153075,44.869108,26.974987,6.601485,0.001148,-0.008245,0.247144,0.968943
1645008764.254881,45.108813,27.102418,6.601004,-0.004275,-0.010233,0.238706,0.971028
1645008764.353817,45.361462,27.202340,6.600469,-0.004332,-0.007985,0.226371,0.973999
1645008764.454750,45.622047,27.277912,6.601883,-0.000455,-0.009249,0.211927,0.977242
1645008764.553662,45.877188,27.357338,6.601357,-0.003110,-0.008132,0.197825,0.980199
1645008764.654232,46.132465,27.437215,6.601536,-0.011853,-0.009545,0.180418,0.983472
1645008764.756117,46.403706,27.481012,6.603521,-0.009732,-0.008588,0.160750,0.986910
1645008764.853364,46.665509,27.504844,6.604318,-0.003203,-0.007123,0.141481,0.989910
1645008764.954365,46.929845,27.531578,6.606779,-0.009171,-0.008858,0.115569,0.993218
